MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,WindGustDirX,WindGustDirY,WindDir9amX,WindDir9amY,WindDir3pmX,WindDir3pmY
7.8,12.9,18.6,3.40983606557377,6.127800829875518,37.0,19.0,19.0,97.0,81.0,1014.5,1012.4,8.0,6.0,9.5,12.3,1.0,1.0,0.6669156003948422,0.7451332645574127,1.0,0.0,0.6669156003948422,0.7451332645574127
11.6,15.6,35.4,5.523219814241486,0.0,89.0,63.0,52.0,99.0,96.0,1001.9,1004.9,8.0,8.0,13.7,13.1,1.0,1.0,0.9129390999389944,0.4080958218391594,0.9129390999389944,0.4080958218391594,0.13233681049883228,0.9912048065798491
18.2,34.3,0.0,11.2,13.1,44.0,7.0,17.0,44.0,32.0,1012.7,1010.6,1.0,0.0,26.7,32.0,0.0,0.0,0.36731936773024515,-0.9300948780045254,-0.4480736161291701,0.8939966636005579,0.36731936773024515,-0.9300948780045254
7.0,21.0,0.0,5.420289231739704,7.656391491519734,45.456591639871384,31.0,35.0,72.0,36.0,1020.0,1019.7,2.0,4.0,11.6,19.4,0.0,0.0,0.0,0.0,0.9129390999389944,0.4080958218391594,0.9129390999389944,0.4080958218391594
4.3,15.7,0.0,4.6,4.3,35.0,6.0,19.0,87.0,43.0,1022.8,1019.9,7.0,6.0,8.9,15.0,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.36731936773024515,-0.9300948780045254,-0.5984600690578581,-0.8011526357338306
4.2,8.8,0.0,5.420289231739704,7.656391491519734,63.0,43.0,43.0,85.0,98.0,1008.8,999.3,8.0,8.0,5.0,6.2,0.0,1.0,-0.8733046400935156,-0.4871745124605095,-0.8733046400935156,-0.4871745124605095,-0.8733046400935156,-0.4871745124605095
6.4,20.2,0.0,2.2,6.95373134328358,33.0,7.0,13.0,61.0,47.0,1010.2,1009.2,1.0,3.0,15.3,19.2,0.0,0.0,-0.7739002269689113,0.6333075387972795,-0.2194105534967032,-0.9756326199006828,-0.7739002269689113,0.6333075387972795
15.8,29.3,0.0,5.420289231739704,7.656391491519734,30.0,4.0,7.0,84.0,50.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,19.9,27.5,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.9129390999389944,0.4080958218391594,-0.8733046400935156,-0.4871745124605095
10.2,14.1,4.6,1.2,3.8,70.0,37.0,20.0,64.0,86.0,1012.7,1013.5,2.0,8.0,12.1,9.4,1.0,1.0,0.9843819506325049,-0.17604594647121138,0.9843819506325049,-0.17604594647121138,0.13233681049883228,0.9912048065798491
9.4,25.4,0.0,1.2,9.6,37.0,6.0,15.0,72.0,34.0,1017.3,1011.9,2.0,2.0,15.2,25.0,0.0,0.0,-0.9454304232544339,-0.32582405495135236,0.36731936773024515,-0.9300948780045254,-0.9454304232544339,-0.32582405495135236
16.9,25.1,0.0,5.420289231739704,7.656391491519734,19.0,9.0,9.0,87.0,65.0,1018.8,1017.1,4.585565349855053,4.580450105286398,18.8,23.9,0.0,0.0,0.9843819506325049,-0.17604594647121138,0.9843819506325049,-0.17604594647121138,-0.4480736161291701,0.8939966636005579
13.5,21.3,0.0,3.4,4.1,33.0,13.0,9.0,71.0,56.0,1013.7,1010.1,7.0,5.0,15.5,20.4,0.0,0.0,-0.04422762066183891,-0.999021480034635,0.8268371568000089,-0.562441389066343,-0.4480736161291701,0.8939966636005579
3.5,16.0,3.6,3.0,6.2,44.0,17.0,22.0,64.0,51.0,1004.2,1005.0,7.0,7.0,8.2,13.2,1.0,0.0,0.6669156003948422,0.7451332645574127,-0.2194105534967032,-0.9756326199006828,-0.7739002269689113,0.6333075387972795
9.9,17.0,0.0,5.420289231739704,7.656391491519734,31.0,11.0,11.0,69.0,58.0,1031.9,1028.9,4.585565349855053,4.580450105286398,11.3,15.4,0.0,0.0,-0.04422762066183891,-0.999021480034635,-0.4480736161291701,0.8939966636005579,-0.04422762066183891,-0.999021480034635
18.6,37.8,0.0,5.420289231739704,13.1,39.0,6.0,26.0,36.0,26.0,1011.2,1008.8,3.8763440860215055,4.086705202312139,30.9,35.3,0.0,0.0,0.9843819506325049,-0.17604594647121138,0.9129390999389944,0.4080958218391594,0.36731936773024515,-0.9300948780045254
16.6,39.6,0.0,7.4,13.3,35.0,4.0,17.0,41.0,11.0,1014.9,1011.4,4.585565349855053,4.580450105286398,23.3,37.5,0.0,0.0,-0.9454304232544339,-0.32582405495135236,-0.7739002269689113,0.6333075387972795,0.6669156003948422,0.7451332645574127
18.8,29.1,0.0,4.8,7.7908366533864495,30.0,15.0,17.0,69.0,67.0,1016.0,1012.9,2.0,4.257352941176471,26.6,28.4,0.0,0.2809364548494983,0.5253219888177297,0.8509035245341184,-0.9960878351411849,0.08836868610400142,-0.04422762066183891,-0.999021480034635
16.3,33.8,0.0,5.420289231739704,7.656391491519734,35.0,17.0,15.0,39.0,31.0,1014.6,1012.0,4.585565349855053,4.580450105286398,24.6,29.9,0.0,0.0,-0.4480736161291701,0.8939966636005579,-0.04422762066183891,-0.999021480034635,0.9843819506325049,-0.17604594647121138
5.9,17.0,4.214285714285714,5.420289231739704,7.656391491519734,30.0,9.0,17.0,52.0,46.0,1016.5,1013.4,4.585565349855053,4.580450105286398,11.7,16.1,0.32857142857142857,0.0,-0.7739002269689113,0.6333075387972795,0.9843819506325049,-0.17604594647121138,0.13233681049883228,0.9912048065798491
2.8,27.0,0.0,4.206748466257667,7.4165467625899275,46.0,6.0,11.0,52.0,18.0,1019.9,1016.8,5.1193415637860085,4.787610619469026,12.3,24.9,0.0,0.0,-0.4480736161291701,0.8939966636005579,-0.5984600690578581,-0.8011526357338306,-0.04422762066183891,-0.999021480034635
25.9,32.1,9.6,6.6,0.7,39.0,19.0,11.0,71.0,78.0,1005.1,1002.0,7.0,8.0,29.5,30.5,1.0,0.0,0.6669156003948422,0.7451332645574127,-0.2194105534967032,-0.9756326199006828,1.0,0.0
2.5,11.1,5.2,5.420289231739704,7.656391491519734,57.0,22.0,28.0,95.0,60.0,1018.6,1021.0,7.0,8.0,5.2,9.6,1.0,0.0,0.9843819506325049,-0.17604594647121138,-0.7739002269689113,0.6333075387972795,-0.7739002269689113,0.6333075387972795
16.5,26.0,0.0,5.8,9.649186991869916,50.0,19.0,31.0,66.0,52.0,1011.9,1010.7,2.92619926199262,8.0,21.0,24.2,0.0,0.0,0.6669156003948422,0.7451332645574127,0.6669156003948422,0.7451332645574127,0.6669156003948422,0.7451332645574127
9.1,30.3,0.0,5.420289231739704,7.656391491519734,57.0,11.0,31.0,54.0,51.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,21.6,24.3,0.0,0.0,0.13233681049883228,0.9912048065798491,-0.5984600690578581,-0.8011526357338306,-0.5984600690578581,-0.8011526357338306
13.9,20.8,0.0,4.206748466257667,7.4165467625899275,39.0,11.0,20.0,75.0,66.0,1018.2,1015.6,8.0,8.0,16.8,19.1,0.0,1.0,-0.4480736161291701,0.8939966636005579,0.8268371568000089,-0.562441389066343,-0.4480736161291701,0.8939966636005579
11.7,25.4,0.0,5.420289231739704,7.656391491519734,22.0,4.0,13.0,85.0,44.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,16.9,24.8,0.0,0.0,-0.8733046400935156,-0.4871745124605095,-0.2194105534967032,-0.9756326199006828,-0.8733046400935156,-0.4871745124605095
12.1,17.9,2.2,5.0,1.1,35.0,2.0,17.0,93.0,56.0,1021.1,1020.3,7.0,7.0,13.4,17.6,1.0,0.0,0.13233681049883228,0.9912048065798491,0.9843819506325049,-0.17604594647121138,0.13233681049883228,0.9912048065798491
8.4,22.4,0.0,1.4,9.2,33.0,0.0,20.0,94.0,44.0,1012.3,1009.7,6.0,2.0,13.5,21.7,0.0,0.0,-0.7739002269689113,0.6333075387972795,0.0,0.0,0.36731936773024515,-0.9300948780045254
16.0,22.9,13.6,0.4,7.656391491519734,28.0,13.0,11.0,98.0,84.0,1015.3,1009.9,8.0,8.0,16.8,21.0,1.0,1.0,0.5253219888177297,0.8509035245341184,0.9843819506325049,-0.17604594647121138,0.36731936773024515,-0.9300948780045254
14.1,22.5,0.0,10.0,0.0,48.0,22.0,6.0,43.0,42.0,1012.0,1011.7,7.0,7.0,19.6,21.1,0.0,0.0,-0.2194105534967032,-0.9756326199006828,1.0,0.0,0.9843819506325049,-0.17604594647121138
13.6,25.8,0.0,5.420289231739704,7.656391491519734,31.0,13.0,13.0,69.0,44.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,17.3,24.2,0.0,0.0,-0.04422762066183891,-0.999021480034635,-0.04422762066183891,-0.999021480034635,-0.04422762066183891,-0.999021480034635
21.9,29.5,0.0,8.8,11.7,57.0,11.0,37.0,76.0,53.0,1016.2,1013.9,2.0,1.0,24.2,28.9,0.0,0.0,-0.8733046400935156,-0.4871745124605095,0.9843819506325049,-0.17604594647121138,0.5253219888177297,0.8509035245341184
13.3,21.5,0.0,4.4,7.3,61.0,15.0,22.0,70.0,46.0,1021.3,1019.3,7.0,6.0,16.2,20.7,0.0,0.0,1.0,0.0,1.0,0.0,-0.2194105534967032,-0.9756326199006828
2.9,19.8,0.0,5.420289231739704,7.656391491519734,22.0,4.0,11.0,74.0,51.0,1031.5,1027.4,6.465648854961832,5.432624113475177,9.9,18.3,0.0,0.0,0.5253219888177297,0.8509035245341184,0.8268371568000089,-0.562441389066343,-0.4480736161291701,0.8939966636005579
13.3,21.2,0.6,4.0,9.0,39.0,17.0,20.0,65.0,55.0,1022.1,1019.4,7.0,1.0,15.5,19.9,0.0,0.0,0.9129390999389944,0.4080958218391594,-0.5984600690578581,-0.8011526357338306,0.9129390999389944,0.4080958218391594
8.1,21.7,0.0,5.4,5.0,33.0,13.0,17.0,83.0,49.0,1019.3,1018.2,1.0,7.0,12.3,20.9,0.0,0.0,0.9843819506325049,-0.17604594647121138,0.9843819506325049,-0.17604594647121138,0.9843819506325049,-0.17604594647121138
13.4,29.0,0.0,5.420289231739704,7.656391491519734,43.0,15.0,19.0,47.0,18.0,1022.5,1018.0,4.585565349855053,4.580450105286398,18.7,28.0,0.0,0.0,0.6669156003948422,0.7451332645574127,1.0,0.0,1.0,0.0
11.3,18.9,2.8,5.420289231739704,7.656391491519734,39.0,19.0,15.0,57.0,66.0,1019.1,1021.5,4.585565349855053,4.580450105286398,17.4,16.6,1.0,0.0,-0.7739002269689113,0.6333075387972795,0.36731936773024515,-0.9300948780045254,0.9843819506325049,-0.17604594647121138
1.6,22.5,0.0,7.304587155963299,9.129145728643214,20.0,15.0,6.0,46.0,21.0,1023.9,1020.5,3.2521008403361344,3.895582329317269,12.6,22.1,0.0,0.0,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579,0.13233681049883228,0.9912048065798491
2.5,10.9,10.6,4.823076923076924,7.656391491519734,50.0,13.0,19.0,89.0,57.0,1002.3,998.9,6.310344827586207,5.348484848484849,8.7,10.2,1.0,1.0,0.6669156003948422,0.7451332645574127,0.6669156003948422,0.7451332645574127,0.6669156003948422,0.7451332645574127
14.0,31.4,0.0,8.0,8.354716981132079,24.0,13.0,9.0,41.0,19.0,1019.0,1014.3,2.0,1.0,22.0,30.9,0.0,0.0,-0.5984600690578581,-0.8011526357338306,-0.4480736161291701,0.8939966636005579,-0.9454304232544339,-0.32582405495135236
14.0,18.5,20.6,3.1856557377049186,6.0439330543933085,37.0,20.0,22.0,63.0,55.0,1016.9,1018.6,7.0,8.0,14.4,16.5,1.0,0.0,-0.9960878351411849,0.08836868610400142,-0.9960878351411849,0.08836868610400142,-0.9960878351411849,0.08836868610400142
5.3,28.9,0.0,6.0,7.0,44.0,7.0,28.0,71.0,25.0,1016.0,1010.3,7.0,4.787610619469026,14.3,28.0,0.0,0.0,0.9843819506325049,-0.17604594647121138,0.6669156003948422,0.7451332645574127,-0.9454304232544339,-0.32582405495135236
18.4,29.9,0.0,13.6,11.4,39.0,19.0,28.0,41.0,42.0,1015.7,1012.5,1.0,1.0,27.7,28.3,0.0,0.0,-0.04422762066183891,-0.999021480034635,-0.4480736161291701,0.8939966636005579,0.5253219888177297,0.8509035245341184
-0.2,14.7,0.0,1.2,8.6,31.0,7.0,17.0,86.0,36.0,1036.1,1033.9,1.0,3.823529411764706,3.7,14.1,0.0,0.0,-0.9960878351411849,0.08836868610400142,-0.5984600690578581,-0.8011526357338306,-0.9960878351411849,0.08836868610400142
5.0,19.8,0.4,2.4,12.6,28.0,2.0,17.0,91.0,53.0,1017.6,1016.0,8.0,6.2025316455696204,13.1,17.8,0.0,0.0,0.13233681049883228,0.9912048065798491,-0.7739002269689113,0.6333075387972795,0.36731936773024515,-0.9300948780045254
17.5,23.1,0.0,4.2414035087719295,6.487169811320753,40.12741330509785,11.0,18.261224489795918,80.0,68.1178861788618,1009.0,1002.5,5.0,4.833333333333333,20.2,18.299593495934968,0.0,0.0,0.0,0.0,0.6669156003948422,0.7451332645574127,0.0,0.0
14.4,22.0,12.4,2.0,6.0,22.0,9.0,15.0,100.0,63.0,1030.4,1027.2,6.0,3.0,16.7,20.2,1.0,0.0,-0.9960878351411849,0.08836868610400142,0.9843819506325049,-0.17604594647121138,0.9129390999389944,0.4080958218391594
-3.0,16.1,2.025,5.420289231739704,7.656391491519734,22.0,0.0,0.0,84.0,39.0,1021.0,1018.8,4.585565349855053,4.580450105286398,4.3,14.8,0.225,0.0,-0.9454304232544339,-0.32582405495135236,0.0,0.0,0.0,0.0
9.1,19.5,2.8,2.4,7.7,24.0,4.0,13.0,82.0,54.0,1023.7,1022.2,1.0,7.0,15.1,18.9,1.0,0.0,-0.7739002269689113,0.6333075387972795,-0.2194105534967032,-0.9756326199006828,0.9843819506325049,-0.17604594647121138
26.2,33.0,0.0,9.8,11.2,41.0,15.0,28.0,56.0,57.0,1012.9,1009.2,6.0,3.0,30.5,31.7,0.0,0.0,-0.04422762066183891,-0.999021480034635,0.5253219888177297,0.8509035245341184,-0.04422762066183891,-0.999021480034635
16.9,26.4,0.0,5.420289231739704,7.656391491519734,31.0,6.0,20.0,71.0,66.0,1019.9,1017.8,4.585565349855053,4.580450105286398,22.6,25.0,0.0,0.0,-0.9960878351411849,0.08836868610400142,0.9129390999389944,0.4080958218391594,0.8268371568000089,-0.562441389066343
12.7,17.2,0.4,5.420289231739704,7.656391491519734,54.0,17.0,30.0,100.0,100.0,1010.4,1004.4,7.0,8.0,13.0,14.5,0.0,1.0,-0.8733046400935156,-0.4871745124605095,-0.8733046400935156,-0.4871745124605095,-0.8733046400935156,-0.4871745124605095
14.8,23.5,0.0,5.0,10.6,41.0,22.0,13.0,71.0,39.0,1011.3,1010.7,7.0,1.0,16.1,22.6,0.0,0.0,0.36731936773024515,-0.9300948780045254,0.36731936773024515,-0.9300948780045254,0.9129390999389944,0.4080958218391594
6.1,13.3,25.8,4.206748466257667,7.4165467625899275,54.0,30.0,31.0,72.0,64.0,1021.2,1020.7,8.0,6.0,9.9,11.9,1.0,0.0,0.9129390999389944,0.4080958218391594,0.9129390999389944,0.4080958218391594,0.9129390999389944,0.4080958218391594
21.5,32.4,2.094485294117647,7.304587155963299,9.129145728643214,41.0,17.0,28.0,87.0,44.0,1012.3,1010.6,8.0,3.0,23.0,30.7,0.16176470588235295,1.0,0.36731936773024515,-0.9300948780045254,-0.7739002269689113,0.6333075387972795,-0.7739002269689113,0.6333075387972795
18.6,28.6,0.0,5.420289231739704,7.656391491519734,37.0,26.0,26.0,55.0,53.0,1021.9,1019.8,4.585565349855053,4.580450105286398,26.0,27.0,0.0,0.0,0.9129390999389944,0.4080958218391594,0.9129390999389944,0.4080958218391594,0.9129390999389944,0.4080958218391594
15.5,20.2,0.0,6.0,4.7,57.0,17.0,31.0,56.0,57.0,1015.3,1018.3,4.905263157894737,5.058201058201059,19.3,17.6,0.0,0.0,0.9129390999389944,0.4080958218391594,1.0,0.0,-0.5984600690578581,-0.8011526357338306
22.0,34.6,0.0,5.420289231739704,7.656391491519734,76.0,44.0,17.0,22.0,24.0,1005.7,1007.8,6.218978102189781,8.0,32.9,31.7,0.0,1.0,0.6669156003948422,0.7451332645574127,0.6669156003948422,0.7451332645574127,-0.9454304232544339,-0.32582405495135236
16.4,23.1,10.0,4.823076923076924,7.656391491519734,31.0,9.0,17.0,89.0,40.0,1000.2,1000.2,6.310344827586207,5.348484848484849,18.9,21.3,1.0,0.0,0.13233681049883228,0.9912048065798491,0.6669156003948422,0.7451332645574127,-0.9960878351411849,0.08836868610400142
18.3,34.0,0.0,4.6,7.656391491519734,28.0,7.0,15.0,76.0,54.0,1019.6,1014.9,8.0,5.548387096774194,23.0,31.0,0.0,0.0,0.5253219888177297,0.8509035245341184,-0.8733046400935156,-0.4871745124605095,-0.04422762066183891,-0.999021480034635
19.7,23.0,0.4,5.6,0.7,48.0,33.0,19.0,81.0,86.0,1012.2,1011.4,7.0,8.0,22.2,21.8,0.0,0.0,0.8268371568000089,-0.562441389066343,-0.4480736161291701,0.8939966636005579,0.8268371568000089,-0.562441389066343
-4.2,6.3,0.0,5.420289231739704,7.656391491519734,30.0,6.0,6.0,16.0,66.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,4.5,3.3,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.9843819506325049,-0.17604594647121138,-0.7739002269689113,0.6333075387972795
8.3,12.9,0.0,1.2,0.1,35.0,15.0,15.0,73.0,64.0,1016.2,1014.0,7.0,8.0,10.3,12.0,0.0,1.0,-0.2194105534967032,-0.9756326199006828,1.0,0.0,-0.2194105534967032,-0.9756326199006828
11.3,24.6,0.0,3.1856557377049186,6.0439330543933085,39.0,13.0,26.0,93.0,68.0,1015.7,1015.1,6.258196721311475,6.2025316455696204,18.2,22.1,0.0,1.0,-0.9960878351411849,0.08836868610400142,0.8268371568000089,-0.562441389066343,0.8268371568000089,-0.562441389066343
16.6,22.8,0.0,3.1856557377049186,6.0439330543933085,28.0,13.0,17.0,83.0,69.0,1012.6,1011.0,8.0,6.2025316455696204,17.6,21.0,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.8268371568000089,-0.562441389066343,0.9129390999389944,0.4080958218391594
12.2,30.5,0.0,1.6,6.3,89.0,26.0,39.0,60.0,22.0,1008.9,1001.8,7.0,7.0,18.4,29.0,0.0,0.0,-0.2194105534967032,-0.9756326199006828,0.6669156003948422,0.7451332645574127,-0.2194105534967032,-0.9756326199006828
18.9,27.4,0.0,5.7,4.9,43.0,17.0,31.0,72.0,68.0,1019.4,1017.3,7.0,8.0,25.1,27.1,0.0,0.0,-0.8733046400935156,-0.4871745124605095,-0.8733046400935156,-0.4871745124605095,-0.8733046400935156,-0.4871745124605095
19.4,38.0,0.0,5.420289231739704,12.2,52.0,26.0,31.0,23.0,13.0,1007.0,1002.0,3.8763440860215055,4.086705202312139,27.9,37.0,0.0,0.0,-0.4480736161291701,0.8939966636005579,0.5253219888177297,0.8509035245341184,-0.7739002269689113,0.6333075387972795
3.1,8.8,0.0,5.420289231739704,7.656391491519734,26.0,13.0,9.0,22.0,41.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,5.3,5.9,0.0,0.0,0.9843819506325049,-0.17604594647121138,-0.7739002269689113,0.6333075387972795,-0.7739002269689113,0.6333075387972795
15.0,26.1,0.0,4.823076923076924,7.656391491519734,52.0,26.0,13.0,41.0,36.0,1019.9,1020.1,6.310344827586207,5.348484848484849,15.7,23.4,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.9129390999389944,0.4080958218391594,0.13233681049883228,0.9912048065798491
9.6,34.3,0.0,6.2,1.5,87.0,9.0,54.0,43.0,56.0,1007.4,1007.1,6.0,6.0,21.3,23.4,0.0,1.0,-0.9454304232544339,-0.32582405495135236,0.6669156003948422,0.7451332645574127,-0.9454304232544339,-0.32582405495135236
13.1,22.4,0.0,4.0,7.5,37.0,13.0,17.0,70.0,43.0,1018.6,1016.1,1.0,4.0,16.7,21.3,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.13233681049883228,0.9912048065798491,-0.5984600690578581,-0.8011526357338306
23.6,28.4,206.8,7.256462585034012,0.0,48.0,9.0,19.0,96.0,85.0,1012.1,1008.6,8.0,8.0,23.8,27.1,1.0,1.0,-0.04422762066183891,-0.999021480034635,-0.4480736161291701,0.8939966636005579,0.8268371568000089,-0.562441389066343
11.4,17.4,1.0,3.7048484848484846,7.304848484848486,72.0,24.0,50.0,79.0,53.0,994.0,994.4,2.0,1.0,13.1,14.6,0.0,0.0,0.6669156003948422,0.7451332645574127,0.9843819506325049,-0.17604594647121138,0.6669156003948422,0.7451332645574127
9.2,14.3,4.4,3.40983606557377,6.127800829875518,57.0,15.0,31.0,88.0,54.0,1012.9,1014.8,8.0,8.0,9.3,12.3,1.0,1.0,-0.9454304232544339,-0.32582405495135236,0.9843819506325049,-0.17604594647121138,0.36731936773024515,-0.9300948780045254
20.3,22.9,0.0,5.0,4.1,50.0,22.0,31.0,85.0,89.0,1017.8,1018.8,6.0,8.0,21.8,20.4,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.13233681049883228,0.9912048065798491,-0.5984600690578581,-0.8011526357338306
17.6,36.2,0.0,15.6,9.329,44.0,22.0,17.0,60.0,20.0,1014.8,1011.6,0.0,0.0,21.0,33.8,0.0,0.0,-0.5984600690578581,-0.8011526357338306,0.9129390999389944,0.4080958218391594,0.9129390999389944,0.4080958218391594
12.3,23.9,0.0,7.8,10.0,31.0,20.0,4.0,67.0,36.0,1021.5,1018.5,0.0,2.6812227074235806,15.0,23.0,0.0,0.0,-0.5984600690578581,-0.8011526357338306,-0.9960878351411849,0.08836868610400142,-0.8733046400935156,-0.4871745124605095
18.5,22.9,0.0,5.420289231739704,7.656391491519734,39.0,24.0,30.0,85.0,90.0,1014.1,1007.1,4.585565349855053,4.580450105286398,21.5,21.8,0.0,1.0,-0.8733046400935156,-0.4871745124605095,-0.8733046400935156,-0.4871745124605095,-0.8733046400935156,-0.4871745124605095
15.0,33.9,4.844787644787646,6.960000000000001,7.4474025974025935,26.0,13.0,17.0,77.0,42.0,1019.8,1016.9,4.6115702479338845,4.620689655172414,22.5,33.0,0.2857142857142857,0.0,-0.9960878351411849,0.08836868610400142,0.6669156003948422,0.7451332645574127,-0.9960878351411849,0.08836868610400142
14.4,35.3,0.0,17.0,9.1,70.0,24.0,26.0,22.0,10.0,1013.5,1011.1,2.0,6.0,25.1,33.9,0.0,0.0,0.6669156003948422,0.7451332645574127,1.0,0.0,0.6669156003948422,0.7451332645574127
11.7,17.2,3.4,5.420289231739704,7.656391491519734,45.05882352941177,13.0,31.0,72.0,82.0,1037.5,1035.0,7.0,7.0,14.9,15.4,1.0,0.21875,0.0,0.0,0.9129390999389944,0.4080958218391594,0.8268371568000089,-0.562441389066343
13.8,24.0,0.0,4.8,12.7,41.0,17.0,22.0,89.0,50.0,1008.3,1006.0,6.0,4.0,16.7,22.6,0.0,0.0,-0.9960878351411849,0.08836868610400142,-0.4480736161291701,0.8939966636005579,-0.9960878351411849,0.08836868610400142
6.0,12.0,4.4,5.420289231739704,7.656391491519734,57.0,24.0,22.0,98.0,99.0,1017.4989079446407,1015.1470960504763,4.585565349855053,4.580450105286398,7.4,10.4,1.0,1.0,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579,-0.4480736161291701,0.8939966636005579
20.0,24.3,0.0,6.4,4.6,44.0,26.0,26.0,79.0,95.0,1014.3,1012.1,6.0,8.0,22.8,19.9,0.0,1.0,1.0,0.0,-0.8733046400935156,-0.4871745124605095,0.5253219888177297,0.8509035245341184
