Rainfall,Sunshine,WindGustSpeed,Humidity3pm,Pressure3pm,Cloud9am,RainTomorrow
0.4,6.477812105930442,26.0,56.0,1009.8,6.7368421052631575,0.0
0.0,10.0,26.0,18.0,1014.6,6.0,0.0
13.0,2.1,57.0,50.0,1011.4,8.0,1.0
6.6,0.1,43.0546875,86.0,1015.6,7.0,1.0
91.6,6.477812105930442,56.0,40.0,1003.3,5.218032641978995,1.0
0.0,5.878102189781021,59.0,69.0,1009.0,5.416107382550336,1.0
0.0,4.6,48.0,49.0,1016.4,6.0,0.0
0.0,7.8,74.0,62.0,1013.7,1.0,1.0
0.2,6.477812105930442,28.0,46.0,1014.1593321006692,5.218032641978995,1.0
1.2,1.8,41.0,58.0,1007.0,7.0,1.0
2.2,6.477812105930442,15.0,79.0,1033.6,5.218032641978995,1.0
0.0,8.9,35.0,31.0,1020.1,0.0,0.0
16.2,1.8,59.0,82.0,1013.0,8.0,1.0
3.8,1.2,28.0,64.0,1017.4,7.0,0.0
0.0,6.477812105930442,48.0,39.0,1009.4,1.0,0.0
0.0,6.7,43.0,27.0,1005.9,7.0,0.0
25.2,3.8,41.0,66.0,1003.5,8.0,1.0
0.4,6.477812105930442,20.0,97.0,1007.9,6.7368421052631575,1.0
0.0,8.4,52.0,66.0,1004.6,5.0,1.0
0.0,6.8,48.0,38.0,1012.9,1.0,0.0
0.0,4.0,43.0,90.0,1013.1,6.0,1.0
0.0,9.1,24.0,66.0,1020.2,1.0,0.0
0.0,7.173333333333332,41.0,36.0,1015.7,5.218032641978995,0.0
0.4,6.477812105930442,37.0,83.0,1019.6,5.218032641978995,1.0
2.8,9.7,24.0,48.0,1026.4,3.0,0.0
0.0,4.3,48.0,56.0,1011.3,6.0,0.0
6.6,2.5,52.0,64.0,1027.1,5.0,1.0
0.0,6.477812105930442,28.0,31.0,1014.1593321006692,5.218032641978995,0.0
6.0,6.1,59.0,74.0,1022.3,2.0,1.0
2.2,6.477812105930442,24.0,84.0,1012.4,5.866666666666666,1.0
0.0,11.9,33.0,55.0,1009.7,1.0,0.0
22.2,6.477812105930442,70.0,72.0,1007.3,5.218032641978995,1.0
0.0,6.477812105930442,89.0,24.0,1006.2,6.461538461538462,0.0
15.2,5.7,65.0,53.0,1004.7,7.0,0.0
0.2,6.477812105930442,26.0,58.0,1011.6022727272722,6.0,1.0
0.0,6.477812105930442,31.0,53.0,1014.1593321006692,5.218032641978995,0.0
0.0,6.343181818181818,37.0,51.0,1007.9,5.336,0.0
0.0,3.5,43.0,46.0,1013.8,7.0,0.0
0.8,0.0,50.0,94.0,1000.0,7.0,1.0
0.6,0.3,63.0,16.0,1003.2,7.0,1.0
0.0,6.477812105930442,22.0,39.0,1029.6,5.218032641978995,0.0
0.8,8.9,72.0,54.0,1002.0,5.0,1.0
7.6,4.4,31.0,67.0,1009.6,8.0,1.0
0.0,10.8,37.0,42.0,1017.8,4.615384615384615,0.0
0.0,10.6,19.0,40.0,1016.4,1.0,0.0
0.0,6.477812105930442,37.0,57.0,1014.3,0.0,0.0
17.8,3.5,50.0,60.0,1023.0,2.0,0.0
19.4,6.0095238095238095,50.0,72.0,1020.1,8.0,1.0
4.4,6.477812105930442,33.0,88.0,1006.1,6.7368421052631575,1.0
19.2,6.477812105930442,65.0,70.0,1009.2,5.218032641978995,1.0
1.4,6.477812105930442,26.0,67.0,1011.5,8.0,1.0
0.2,6.477812105930442,31.0,69.0,1014.1593321006692,5.218032641978995,0.0
2.2,5.7,35.0,57.0,1018.6,8.0,0.0
0.0,4.3,33.0,66.0,1016.7,8.0,1.0
0.0,6.477812105930442,46.0,61.0,1033.8,8.0,1.0
0.0,10.7,43.0,11.0,1009.1,1.0,0.0
0.0,9.6,45.78169014084507,28.0,1026.6,1.0,0.0
0.0,8.5,54.0,70.0,1004.9,7.0,1.0
0.0,10.3,28.0,51.0,1027.0,5.218032641978995,0.0
0.0,12.7,48.0,48.0,1012.1,7.0,0.0
0.0,11.2,26.0,22.0,1016.4,0.0,0.0
4.0,6.477812105930442,22.0,56.0,1018.8,5.218032641978995,0.0
0.0,7.173333333333332,24.0,33.0,1033.0,5.218032641978995,0.0
0.0,0.8,48.0,58.0,1016.8,7.0,1.0
17.2,6.477812105930442,20.0,72.0,1018.7,5.218032641978995,1.0
0.0,10.2,20.0,40.0,1019.3,0.0,0.0
0.2,0.5,37.0,76.0,1021.4,7.0,1.0
0.4,4.3,56.0,38.0,1009.9,7.0,1.0
21.8,5.4,41.0,88.0,1010.6,5.0,1.0
4.6,5.6,48.0,46.0,1015.8,5.218032641978995,1.0
0.0,6.477812105930442,65.0,76.0,1009.8,7.0,1.0
0.0,12.8,43.94444444444444,38.0,1015.8,3.0,0.0
0.0,6.477812105930442,41.93301203424867,58.0,1014.1593321006692,0.0,1.0
0.0,7.9,52.0,58.0,1005.9,7.0,1.0
0.0,13.0,50.0,18.0,1013.6,1.0,0.0
10.4,2.3,50.0,92.0,1016.6,7.0,1.0
0.0,7.512371134020618,69.0,22.0,1013.0,1.0,1.0
0.0,6.477812105930442,33.0,57.0,1021.0,6.666666666666667,0.0
1.0,0.1,57.0,86.0,1013.2,7.0,1.0
3.4,6.477812105930442,39.0,80.0,1012.9,5.218032641978995,1.0
0.6,6.477812105930442,41.93301203424867,54.0,1014.1593321006692,1.0,1.0
2.8,6.477812105930442,26.0,77.0,1019.0,5.218032641978995,1.0
0.0,6.477812105930442,35.0,52.0,1008.9,5.218032641978995,1.0
0.0,7.9,74.0,52.0,1015.1,3.0,1.0
26.8,2.9,74.0,82.0,1005.0,5.0,1.0
3.2,6.477812105930442,46.0,82.0,1014.5,5.218032641978995,1.0
0.0,11.8,33.0,43.0,1024.0,1.0,0.0
0.0,13.1,52.0,46.0,1013.6,5.766355140186916,0.0
0.0,7.173333333333332,48.0,53.0,1013.7,5.218032641978995,0.0
0.0,9.7,30.0,59.0,1010.7,6.580246913580247,0.0
0.0,0.6,56.0,60.0,994.6,7.0,1.0
0.0,6.477812105930442,43.0,57.0,1012.0,5.866666666666666,1.0
2.2,6.477812105930442,26.0,41.0,1021.2,5.218032641978995,0.0
0.6,2.0,39.0,54.0,1009.6,7.0,0.0
27.2,0.0,37.0,98.0,1020.8,8.0,1.0
3.6,6.477812105930442,31.0,46.0,1019.9,8.0,0.0
0.0,6.477812105930442,33.0,53.0,1019.4,7.0,0.0
0.0,7.737837837837836,52.0,71.0,1001.5,8.0,1.0
0.0,6.477812105930442,46.0,74.0,1014.2,7.0,1.0
1.8,8.1,61.0,85.0,1021.4,1.0,1.0
0.0,6.477812105930442,20.0,46.0,1034.6,7.1066666666666665,0.0
0.0,7.2,43.0,57.0,1026.8,1.0,0.0
0.0,6.477812105930442,43.0,37.0,1013.9,5.218032641978995,0.0
0.0,1.7,46.0,86.0,1011.9,7.0,1.0
4.4,0.3,41.93301203424867,94.0,1010.0,8.0,1.0
0.6,6.477812105930442,61.0,49.0,1008.5,8.0,1.0
0.6,6.477812105930442,24.0,69.0,1028.1,5.218032641978995,1.0
1.2,6.477812105930442,37.0,51.0,1012.0,3.0,0.0
0.0,7.4,44.0,52.0,1006.8,3.0,0.0
8.0,6.477812105930442,33.0,57.28125,1009.3,8.0,1.0
9.2,6.0,39.0,43.0,1013.3,5.0,1.0
0.0,6.477812105930442,37.0,72.0,1008.1,5.218032641978995,1.0
7.047222222222223,6.477812105930442,57.0,57.28125,998.2,3.591549295774648,1.0
0.0,6.477812105930442,30.0,36.0,1015.8,5.218032641978995,0.0
0.0,10.4,30.0,35.0,1022.0,0.0,0.0
8.4,3.4,48.0,69.0,1012.4,7.0,1.0
1.6,6.84,52.0,47.0,1009.6,8.0,0.0
0.8,0.2,41.0,67.0,1016.1,8.0,1.0
0.0,12.3,50.0,22.0,1017.7,0.0,0.0
3.4,6.293103448275862,54.0,43.0,1010.7,2.0,0.0
1.6,8.8,35.0,44.0,1015.3,2.0,1.0
1.8,4.4,37.0,71.0,1022.9,7.0,1.0
0.6,6.477812105930442,61.0,100.0,1014.1593321006692,5.218032641978995,1.0
0.2,6.1,59.0,73.0,1005.4,8.0,1.0
0.0,7.512371134020618,37.0,15.0,1007.4,4.036697247706422,1.0
0.0,6.477812105930442,61.0,98.0,1014.1593321006692,5.218032641978995,0.0
0.0,6.477812105930442,31.0,58.0,1014.1,6.461538461538462,1.0
0.0,0.0,41.0,52.0,1015.6,8.0,1.0
0.0,6.477812105930442,41.93301203424867,61.83185840707964,1014.1593321006692,2.0,1.0
14.8,8.9,48.0,58.0,1013.3,4.615384615384615,1.0
0.0,6.477812105930442,37.0,44.0,1014.4,6.7368421052631575,1.0
2.828571428571428,7.512371134020618,50.0,31.0,1013.5,4.036697247706422,1.0
18.8,8.3,26.0,80.0,1009.8,5.0,0.0
0.6,6.477812105930442,59.0,56.0,1015.3,5.218032641978995,0.0
0.0,6.477812105930442,57.0,39.0,1014.1593321006692,5.218032641978995,0.0
0.0,8.2,52.0,20.0,1009.4,2.0,1.0
0.0,3.2,52.0,56.0,1015.2,7.0,0.0
0.0,8.425555555555556,26.0,10.0,1014.7,3.784313725490196,0.0
0.4,6.477812105930442,33.0,81.0,1017.4,6.0,1.0
1.2,1.3,24.0,80.0,1032.1,8.0,0.0
0.0,5.97037037037037,46.0,45.0,1009.8,4.0,0.0
4.4,7.4,44.0,53.0,1022.8,5.228813559322034,0.0
0.0,6.343181818181818,107.0,27.0,992.5,1.0,1.0
0.0,5.908461538461538,41.93301203424867,67.54471544715447,1008.3,0.0,1.0
8.2,6.477812105930442,44.0,68.0,1018.5,5.218032641978995,1.0
0.0,7.173333333333332,26.0,28.0,1002.0,5.218032641978995,1.0
5.0,8.2,48.0,44.0,1021.5,5.0,0.0
0.2,6.477812105930442,22.0,87.0,1023.0,8.0,1.0
0.0,6.477812105930442,39.0,52.0,1014.1593321006692,5.218032641978995,0.0
1.2,0.7,48.0,70.0,1030.5,7.0,0.0
0.0,9.5,44.0,46.0,1030.2,1.0,0.0
14.8,1.9,54.0,46.0,1024.0,7.0,1.0
0.0,11.4,41.0,24.0,1009.2,4.0,0.0
0.0,10.6,57.0,15.0,1011.4,2.0,0.0
0.0,6.477812105930442,41.93301203424867,61.83185840707964,1014.1593321006692,1.0,0.0
0.0,6.477812105930442,22.0,54.0,1014.1593321006692,5.218032641978995,0.0
8.6,7.5,50.0,63.0,1001.7,7.0,0.0
0.0,6.477812105930442,22.0,39.0,1015.3,7.1066666666666665,0.0
0.0,6.477812105930442,46.0,59.0,1011.6022727272722,6.7368421052631575,0.0
0.0,10.6,48.0,70.0,1011.3,3.0,0.0
1.2,6.477812105930442,57.0,73.0,1008.6,5.218032641978995,1.0
0.4,6.477812105930442,39.0,91.0,1008.5,8.0,1.0
0.0,6.477812105930442,26.0,71.0,1011.6022727272722,8.0,1.0
14.2,6.477812105930442,59.0,61.0,1017.1,5.218032641978995,1.0
0.2,6.477812105930442,24.0,78.0,1013.5,5.218032641978995,0.0
0.0,11.0,43.0546875,48.0,1012.5,1.0,0.0
1.2,2.2,17.0,76.0,1017.3,7.0,0.0
0.0,4.7,15.0,73.0,1022.2,8.0,1.0
0.2,6.477812105930442,44.0,43.0,1009.2,8.0,0.0
0.2,3.9,39.0,68.0,1009.4,5.218032641978995,1.0
78.2,6.477812105930442,59.0,97.0,1014.1593321006692,5.218032641978995,1.0
0.0,6.477812105930442,20.0,40.0,1023.0,5.218032641978995,0.0
0.0,6.8,31.0,31.0,1012.7,7.0,0.0
16.0,6.477812105930442,65.0,64.0,1015.9,5.218032641978995,1.0
0.0,0.0,56.0,73.0,1007.0,8.0,1.0
20.6,6.477812105930442,37.0,57.0,996.9,8.0,0.0
2.2,0.3,70.0,71.0,1020.0,8.0,1.0
0.2,6.477812105930442,26.0,61.0,1012.0,8.0,0.0
1.2,2.9,61.0,78.0,1003.3,7.0,1.0
0.0,11.1,28.0,66.0,1005.0,1.0,1.0
0.0,1.4,33.0,82.0,1007.2,7.0,0.0
2.8,5.5,41.93301203424867,61.0,1017.7,6.0,1.0
25.4,7.4,69.0,58.0,1017.8,3.0,0.0
0.0,6.477812105930442,20.0,68.0,1014.1593321006692,5.218032641978995,1.0
0.0,6.84,41.0,45.0,1028.0,5.212962962962963,0.0
6.4,6.477812105930442,35.0,90.0,1023.6,5.218032641978995,0.0
0.0,6.477812105930442,52.0,56.0,1012.0,5.218032641978995,0.0
1.4,3.4,43.0,67.0,1027.3,6.0,1.0
0.0,6.477812105930442,19.0,68.0,1014.1593321006692,5.218032641978995,1.0
0.0,12.6,61.0,23.0,1020.0,5.766355140186916,1.0
0.0,6.477812105930442,54.0,70.0,1014.1593321006692,5.218032641978995,1.0
0.0,8.0,33.0,49.0,1016.1,4.615384615384615,0.0
0.0,6.477812105930442,19.0,54.0,1011.6022727272722,8.0,0.0
0.0,6.477812105930442,37.0,57.0,1021.0,5.0,0.0
28.4,6.477812105930442,41.93301203424867,86.0,1014.1593321006692,8.0,1.0
5.6,5.4,83.0,39.0,996.7,7.0,1.0
0.0,6.477812105930442,63.0,29.0,1014.1593321006692,5.218032641978995,0.0
0.0,0.1,20.0,44.0,1018.9,7.0,0.0
0.0,9.114285714285712,65.0,35.0,1001.4,2.6126126126126126,0.0
0.0,6.477812105930442,41.93301203424867,79.0,1014.1593321006692,7.0,1.0
0.0,11.4,46.0,11.0,1013.2,0.0,0.0
8.4,8.3,48.0,63.0,1009.3,5.0,1.0
0.0,1.7,20.0,66.0,1022.8,5.218032641978995,0.0
0.0,9.8,35.0,43.0,1012.1,1.0,0.0
0.2,6.477812105930442,39.0,73.0,1015.7,5.218032641978995,1.0
2.4,6.477812105930442,59.0,50.0,1014.1593321006692,5.218032641978995,0.0
0.0,6.477812105930442,33.0,31.0,1014.1593321006692,5.218032641978995,0.0
0.0,8.1,74.0,65.0,1009.5,7.0,0.0
0.4,6.477812105930442,41.0,62.0,1005.2,6.7368421052631575,0.0
4.0,6.477812105930442,39.0,100.0,1014.2,5.218032641978995,1.0
1.8,6.0,54.0,57.0,1020.6,5.228813559322034,1.0
0.0,7.173333333333332,46.0,23.0,1008.7,5.218032641978995,1.0
0.0,6.477812105930442,35.0,73.0,1003.5,6.666666666666667,0.0
3.8,6.84,22.0,93.0,1012.5,8.0,1.0
5.0,3.3,35.0,69.0,1003.1,5.218032641978995,1.0
8.5,6.477812105930442,41.93301203424867,61.83185840707964,1014.1593321006692,5.0,0.0
35.4,1.5,48.0,86.0,1012.1,8.0,1.0
0.6,4.908124999999999,59.0,80.0,1006.3,8.0,1.0
0.0,6.477812105930442,41.93301203424867,65.0,1014.1593321006692,1.0,1.0
37.6,6.0095238095238095,30.0,89.0,1017.9,8.0,1.0
0.0,6.477812105930442,43.0,57.28125,1011.0,1.0,0.0
2.2,0.9,57.0,96.0,1012.3,8.0,1.0
0.0,8.8,41.0,35.0,1011.4,1.0,0.0
11.0,3.4,24.0,68.0,1010.3,8.0,1.0
0.8,3.4,15.0,55.0,1021.9,5.218032641978995,0.0
8.4,0.0,28.0,93.0,1010.2,8.0,1.0
0.0,6.477812105930442,70.0,40.0,1009.4,5.218032641978995,1.0
5.2,6.477812105930442,57.0,77.0,1008.5,8.0,1.0
0.0,6.381410256410261,37.0,66.0,1010.1,8.0,1.0
8.0,7.3,33.0,74.0,1009.8,6.0,1.0
0.0,6.477812105930442,39.0,43.0,1019.6,5.866666666666666,0.0
0.0,6.477812105930442,44.0,26.0,1012.6,1.0,0.0
10.0,7.8,24.0,65.0,1014.2,4.0,0.0
0.0,13.0,69.0,43.0,1011.4,1.0,0.0
0.0,6.477812105930442,31.0,60.0,1021.1,5.218032641978995,0.0
0.0,11.1,41.0,65.0,1009.5,4.946308724832215,0.0
51.4,6.477812105930442,41.93301203424867,52.0,1014.1593321006692,8.0,1.0
0.0,8.425555555555556,59.0,86.0,1015.4,8.0,1.0
4.857425742574256,6.293103448275862,48.0,67.0,1007.4,8.0,1.0
0.0,6.038732394366196,33.0,87.0,1019.0,7.0,1.0
0.0,7.2,35.0,60.0,1012.6,6.0,0.0
2.43803680981595,6.477812105930442,39.0,71.0,1014.9,8.0,0.0
0.0,1.4,43.0,57.0,1018.1,7.0,0.0
2.2,0.0,41.0,82.0,1014.0,7.0,1.0
0.0,4.4,22.0,63.0,1015.3,5.0,0.0
5.8,7.3,26.0,48.0,1025.3,1.0,0.0
1.8,6.9,20.0,54.0,1009.7,7.0,1.0
0.0,10.0,41.0,59.0,1016.0,1.0,0.0
0.6,6.477812105930442,35.0,59.0,1007.8,8.0,1.0
0.0,8.8,39.0,32.0,1015.2,4.615384615384615,0.0
0.0,0.0,72.0,90.0,1024.0,8.0,1.0
0.2,6.477812105930442,54.0,70.0,1014.1593321006692,5.218032641978995,1.0
0.0,6.477812105930442,33.0,29.0,1018.0,5.218032641978995,0.0
0.6,6.477812105930442,52.0,57.0,1014.1593321006692,5.218032641978995,1.0
0.0,10.9,41.0,33.0,1012.6,2.0,0.0
3.8,5.1,44.0,57.0,1007.1,5.218032641978995,1.0
4.8,7.173333333333332,37.0,46.0,1014.9,5.218032641978995,0.0
10.2,9.5,56.0,49.0,1009.2,7.0,1.0
0.0,12.0,76.0,14.0,1004.8,0.0,0.0
0.0,12.7,33.0,55.0,1018.8,4.0,0.0
7.2,5.97037037037037,39.0,41.1900826446281,1006.4,8.0,0.0
4.857425742574256,6.293103448275862,48.0,33.0,1005.2,5.5607476635514015,1.0
4.2,0.0,48.0,92.0,1012.5,8.0,1.0
3.6,6.477812105930442,20.0,100.0,1013.2,8.0,1.0
21.0,6.477812105930442,87.0,71.0,1007.8,5.218032641978995,1.0
12.6,0.0,52.0,87.0,1022.7,8.0,1.0
25.4,6.477812105930442,31.0,91.0,1014.1593321006692,5.218032641978995,1.0
54.8,2.3,37.0,94.0,1005.5,7.0,1.0
1.6,6.477812105930442,26.0,44.0,1014.1593321006692,5.218032641978995,0.0
0.8,7.5,56.0,57.0,1018.6,5.218032641978995,0.0
0.2,6.477812105930442,74.0,40.0,1010.2,6.666666666666667,0.0
0.0,6.477812105930442,33.0,59.0,1016.2,5.218032641978995,0.0
12.2,6.477812105930442,31.0,76.51351351351352,1014.1593321006692,5.218032641978995,1.0
0.0,6.477812105930442,31.0,37.0,1014.1,5.218032641978995,0.0
0.0,2.8,37.0,65.0,1008.0,6.0,1.0
1.0,6.477812105930442,26.0,66.0,1014.9,5.866666666666666,1.0
2.0,6.84,41.135714285714286,36.0,1009.8,5.212962962962963,0.0
1.2,5.0,41.0,49.0,1014.5,7.0,1.0
18.0,6.293103448275862,48.0,68.0,1010.7,8.0,1.0
7.8,6.477812105930442,24.0,71.0,1019.4,6.666666666666667,1.0
0.0,7.0,74.0,23.0,1005.4,1.0,1.0
0.0,6.477812105930442,30.0,66.0,1013.5,5.218032641978995,0.0
0.4,6.477812105930442,43.0,76.0,1008.6,5.218032641978995,1.0
0.6,6.477812105930442,22.0,69.0,1027.5,5.218032641978995,0.0
0.0,11.0,41.0,62.0,1012.3,1.0,0.0
0.2,6.477812105930442,43.0,68.0,1014.1593321006692,5.218032641978995,1.0
4.8,0.0,44.0,92.0,1007.8,5.218032641978995,1.0
0.0,8.1,39.0,43.0,1017.5,4.946308724832215,0.0
1.0,6.477812105930442,17.0,76.0,1026.8,8.0,0.0
0.0,6.343181818181818,20.0,63.0,1029.0,5.336,0.0
4.0,6.8,65.0,42.0,1007.4,5.228813559322034,1.0
0.0,7.2,33.0,59.0,1011.9,5.228813559322034,1.0
3.6,6.477812105930442,70.0,49.0,1014.1593321006692,5.218032641978995,1.0
3.8,6.477812105930442,26.0,91.0,1014.7,8.0,1.0
2.6,1.0,52.0,72.0,1017.2,7.0,1.0
4.8,6.1,61.0,62.0,1014.9,5.0,1.0
7.0,7.1,35.0,54.0,1015.9,5.218032641978995,0.0
0.0,6.477812105930442,35.0,34.0,1023.9,5.218032641978995,0.0
1.4,9.2,39.0,47.0,1012.9,4.946308724832215,0.0
0.2,6.477812105930442,26.0,56.0,1025.2,5.218032641978995,0.0
0.0,10.1,65.0,26.0,1010.0,1.0,1.0
0.4,11.7,28.0,52.0,1002.3,3.0,0.0
0.2,8.0,35.0,60.0,1011.1,7.0,1.0
1.4,6.3,41.0,69.0,1027.9,2.0,0.0
0.0,6.84,15.0,68.0,1018.0,8.0,1.0
0.8,2.7,35.0,85.0,1018.6,5.218032641978995,1.0
0.0,12.8,56.0,43.0,1018.2,1.0,0.0
0.0,6.477812105930442,31.0,66.0,1019.1,5.218032641978995,0.0
0.0,2.3,39.0,46.0,1014.6,7.0,0.0
0.0,6.9,31.0,37.0,1008.5,7.0,1.0
0.0,8.8,30.0,33.0,1017.7,5.0,1.0
0.2,3.2,30.0,77.0,1007.2,8.0,1.0
2.6,6.477812105930442,41.93301203424867,75.0,1014.1593321006692,7.0,1.0
0.0,6.293103448275862,72.0,28.0,1009.4,0.0,1.0
11.4,6.477812105930442,20.0,84.0,1010.4,5.218032641978995,1.0
0.2,2.0,33.0,65.0,1014.9,7.0,1.0
0.0,10.4,52.0,49.0,1008.7,3.0,0.0
0.0,11.4,33.0,21.0,1009.5,1.0,0.0
44.6,3.9,89.0,73.0,998.9,8.0,1.0
0.0,6.477812105930442,24.0,53.0,1018.1,5.218032641978995,0.0
0.0,11.7,50.0,14.0,1015.4,0.0,0.0
0.0,6.477812105930442,65.0,63.0,1025.7,5.218032641978995,1.0
3.8,6.477812105930442,56.0,62.0,1011.8,5.218032641978995,1.0
0.0,10.2,19.0,18.0,1020.3,0.0,0.0
0.0,6.477812105930442,41.93301203424867,65.0,1014.1593321006692,8.0,0.0
0.0,6.477812105930442,35.0,42.0,1012.2,5.866666666666666,0.0
0.0,6.477812105930442,33.0,68.0,1006.4,5.4392523364485985,0.0
2.8,6.477812105930442,41.0,88.0,1023.5,8.0,1.0
0.0,5.1,43.0,37.0,1022.2,3.0,1.0
0.0,6.477812105930442,28.0,56.0,1026.3,8.0,1.0
0.0,6.477812105930442,43.0,35.0,1013.3,5.866666666666666,1.0
0.0,6.477812105930442,35.0,75.0,1004.6,5.218032641978995,0.0
0.8,0.0,37.0,79.0,1011.8,8.0,1.0
4.760902255639099,6.477812105930442,35.802919708029194,14.0,1006.6,5.218032641978995,0.0
0.0,11.1,31.0,39.0,1011.8,1.0,0.0
0.0,10.5,33.0,54.0,1009.0,4.0,0.0
0.0,11.4,31.0,68.0,1009.7,1.0,0.0
11.0,10.1,61.0,32.0,1008.7,1.0,0.0
0.0,10.0,35.0,47.0,1011.2,1.0,0.0
0.0,5.6,35.0,39.0,1020.0,1.0,0.0
1.2,6.477812105930442,20.0,62.0,1026.8,5.218032641978995,0.0
0.0,6.477812105930442,37.0,18.0,1017.2,1.0,0.0
0.6,5.1,39.0,67.0,1019.1,8.0,0.0
3.0,3.3,33.0,66.0,1017.3,8.0,0.0
0.6,6.84,56.0,39.0,1012.2,7.0,1.0
1.6,6.0095238095238095,31.0,63.0,1026.7,8.0,1.0
0.0,8.7,33.0,52.0,1023.3,4.0,0.0
